STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1415,ALL_RATE_1415,MAM_COHORT_1415,MAM_RATE_1415,MAS_COHORT_1415,MAS_RATE_1415,MBL_COHORT_1415,MBL_RATE_1415,MHI_COHORT_1415,MHI_RATE_1415,MTR_COHORT_1415,MTR_RATE_1415,MWH_COHORT_1415,MWH_RATE_1415,CWD_COHORT_1415,CWD_RATE_1415,ECD_COHORT_1415,ECD_RATE_1415,LEP_COHORT_1415,LEP_RATE_1415,DATE_CUR
DELAWARE,10,1000180,Caesar Rodney School District,100018000040,Caesar Rodney High School,521,87,5,PS,22,GE80,187,85-89,26,60-79,2,PS,279,85-89,51,70-79,147,75-79,20,GE80,26NOV16
DELAWARE,10,1000180,Caesar Rodney School District,100018000043,John S. Charlton School,13,LT50,.,.,1,PS,1,PS,1,PS,1,PS,9,LT50,13,LT50,3,PS,.,.,26NOV16
DELAWARE,10,1000190,Capital School District,100019000050,Dover High School,476,87,4,PS,12,GE50,259,85-89,37,80-89,3,PS,161,85-89,85,80-84,188,80-84,21,60-79,26NOV16
DELAWARE,10,1000190,Capital School District,100019000054,Kent County Community School,7,LT50,.,.,.,.,.,.,1,PS,.,.,6,LT50,7,LT50,1,PS,.,.,26NOV16
DELAWARE,10,1000190,Capital School District,100019000328,Kent County Secondary ILC,17,LE20,.,.,.,.,10,LT50,2,PS,.,.,5,PS,17,LE20,12,LT50,.,.,26NOV16
DELAWARE,10,1000200,Christina School District,100020000210,Delaware School for the Deaf,5,PS,.,.,.,.,1,PS,2,PS,.,.,2,PS,5,PS,,,.,.,26NOV16
DELAWARE,10,1000200,Christina School District,100020000238,Newark High School,446,76,.,.,29,GE80,159,65-69,63,60-64,2,PS,193,85-89,57,40-49,132,60-64,22,40-59,26NOV16
DELAWARE,10,1000200,Christina School District,100020000239,Glasgow High School,295,74,.,.,9,GE50,145,75-79,63,70-74,4,PS,74,65-69,52,40-49,94,60-64,22,40-59,26NOV16
DELAWARE,10,1000200,Christina School District,100020000240,Christiana High School,254,67,1,PS,5,PS,140,70-74,37,60-69,3,PS,68,60-64,59,50-59,94,60-64,18,60-79,26NOV16
DELAWARE,10,1000200,Christina School District,100020000305,Brennen School (The),16,LE20,1,PS,.,.,7,LT50,1,PS,.,.,7,LT50,16,LE20,4,PS,.,.,26NOV16
DELAWARE,10,1000200,Christina School District,100020000349,Christina Early Education Center,4,PS,.,.,1,PS,2,PS,.,.,.,.,1,PS,4,PS,1,PS,.,.,26NOV16
DELAWARE,10,1000230,Colonial School District,100023000196,Leach (John G.) School,3,PS,.,.,.,.,.,.,.,.,.,.,3,PS,3,PS,1,PS,.,.,26NOV16
DELAWARE,10,1000230,Colonial School District,100023000209,Penn (William) High School,572,80,2,PS,25,GE80,271,85-89,105,75-79,7,GE50,162,70-74,74,65-69,190,70-74,40,70-79,26NOV16
DELAWARE,10,1000270,Delmar School District,100027000080,Delmar High School,155,85-89,1,PS,3,PS,18,GE80,4,PS,6,GE50,123,85-89,14,GE50,25,60-79,7,GE50,26NOV16
DELAWARE,10,1000680,Indian River School District,100068000065,Carver (G.W.) Educational Center,2,PS,.,.,.,.,1,PS,1,PS,.,.,,,2,PS,2,PS,.,.,26NOV16
DELAWARE,10,1000680,Indian River School District,100068000084,Ennis (Howard T.) School,14,LT50,,,.,.,1,PS,6,LT50,1,PS,6,LT50,14,LT50,5,PS,.,.,26NOV16
DELAWARE,10,1000680,Indian River School District,100068000085,Indian River High School,225,88,.,.,3,PS,34,GE90,31,GE90,1,PS,156,85-89,36,80-89,71,85-89,4,PS,26NOV16
DELAWARE,10,1000680,Indian River School District,100068000090,Sussex Central High School,303,87,1,PS,1,PS,58,80-89,75,75-79,12,GE50,156,90-94,43,80-89,133,85-89,22,21-39,26NOV16
DELAWARE,10,1000750,POLYTECH School District,100075000092,POLYTECH High School,271,96,.,.,4,PS,52,GE90,9,GE50,12,GE50,194,GE95,24,GE80,41,80-89,.,.,26NOV16
DELAWARE,10,1000790,Lake Forest School District,100079000095,Lake Forest High School,235,80-84,.,.,7,GE50,57,80-89,14,GE50,1,PS,156,75-79,33,60-69,100,75-79,4,PS,26NOV16
DELAWARE,10,1000790,Lake Forest School District,100079000215,Lake Forest ILC,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,1,PS,1,PS,.,.,26NOV16
DELAWARE,10,1000810,Laurel School District,100081000021,Western Sussex Academy,2,PS,.,.,.,.,2,PS,.,.,.,.,.,.,2,PS,1,PS,.,.,26NOV16
DELAWARE,10,1000810,Laurel School District,100081000100,Laurel Senior High School,152,80-84,.,.,2,PS,44,80-89,8,GE50,.,.,98,80-84,23,60-79,64,70-74,7,GE50,26NOV16
DELAWARE,10,1001080,Milford School District,100108000111,Milford Senior High School,258,85-89,3,PS,5,PS,62,70-74,36,GE90,10,GE50,142,85-89,42,60-69,92,70-74,15,GE50,26NOV16
DELAWARE,10,1001080,Milford School District,100108000345,Milford Central Academy,6,LT50,.,.,.,.,3,PS,1,PS,.,.,2,PS,1,PS,3,PS,1,PS,26NOV16
DELAWARE,10,1001240,Brandywine School District,100124000242,Brandywine High School,259,83,.,.,8,GE50,109,75-79,12,GE50,4,PS,126,85-89,31,50-59,64,65-69,7,GE50,26NOV16
DELAWARE,10,1001240,Brandywine School District,100124000246,Mount Pleasant High School,252,88,1,PS,11,GE50,103,80-84,9,GE50,2,PS,126,90-94,27,40-59,62,65-69,5,PS,26NOV16
DELAWARE,10,1001240,Brandywine School District,100124000247,Concord High School,278,86,.,.,16,GE80,92,75-79,8,GE50,3,PS,159,90-94,27,60-79,48,60-69,2,PS,26NOV16
DELAWARE,10,1001280,New Castle County Vocational-Technical School District,100128000154,Delcastle Technical High School,369,92,1,PS,3,PS,145,90-94,84,GE95,.,.,136,85-89,45,70-79,116,90-94,20,GE80,26NOV16
DELAWARE,10,1001280,New Castle County Vocational-Technical School District,100128000181,St. Georges Technical High School,241,GE99,1,PS,4,PS,69,GE95,14,GE50,.,.,153,GE95,37,GE90,27,GE80,1,PS,26NOV16
DELAWARE,10,1001280,New Castle County Vocational-Technical School District,100128000251,Multiple Alternative Program,9,LT50,.,.,.,.,4,PS,1,PS,.,.,4,PS,2,PS,2,PS,.,.,26NOV16
DELAWARE,10,1001280,New Castle County Vocational-Technical School District,100128000296,Hodgson (Paul M.) Vocational Technical High School,242,98,1,PS,2,PS,84,GE95,19,GE80,1,PS,135,GE95,29,GE80,54,GE90,7,GE50,26NOV16
DELAWARE,10,1001280,New Castle County Vocational-Technical School District,100128000297,Howard High School of Technology,203,91,2,PS,1,PS,160,90-94,15,GE50,.,.,25,GE80,11,GE50,98,85-89,7,GE50,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000004,Calloway (Cab) School of the Arts,119,GE95,.,.,7,GE50,12,GE50,16,GE80,2,PS,82,GE95,3,PS,4,PS,.,.,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000116,First State School,6,GE50,.,.,1,PS,2,PS,1,PS,.,.,2,PS,6,GE50,3,PS,.,.,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000249,Meadowood Program,6,LT50,.,.,.,.,3,PS,2,PS,.,.,1,PS,6,LT50,1,PS,2,PS,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000270,Conrad Schools of Science,158,GE95,.,.,6,GE50,17,GE80,15,GE50,2,PS,118,GE95,1,PS,14,GE50,3,PS,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000272,duPont (Alexis I.) Middle School,1,PS,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,.,.,.,.,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000274,McKean (Thomas) High School,237,80,1,PS,2,PS,48,60-69,83,85-89,8,GE50,95,75-79,59,70-79,105,70-74,23,GE80,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000275,Dickinson (John) High School,166,75-79,,,7,GE50,65,70-74,28,40-59,.,.,66,80-84,29,60-79,64,70-74,16,60-79,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000276,duPont (Alexis I.) High School,262,87,.,.,17,GE80,75,75-79,54,70-79,1,PS,115,GE95,28,GE80,74,70-74,22,60-79,26NOV16
DELAWARE,10,1001300,Red Clay Consolidated School District,100130000324,Central School (The),5,PS,.,.,.,.,3,PS,1,PS,.,.,1,PS,5,PS,3,PS,.,.,26NOV16
DELAWARE,10,1001530,Seaford School District,100153000158,Seaford Senior High School,208,80,.,.,3,PS,86,80-84,32,80-89,9,GE50,78,80-84,26,40-59,107,75-79,12,LT50,26NOV16
DELAWARE,10,1001620,Smyrna School District,100162000299,Smyrna High School,348,86,2,PS,3,PS,110,90-94,20,GE80,3,PS,210,80-84,55,80-89,87,80-84,6,GE50,26NOV16
DELAWARE,10,1001680,Sussex Technical School District,100168000170,Sussex Technical High School,310,98,1,PS,7,GE50,66,GE95,37,GE90,.,.,199,GE95,29,GE80,60,GE90,2,PS,26NOV16
DELAWARE,10,1001850,Woodbridge School District,100185000194,Woodbridge High School,141,80-84,1,PS,3,PS,45,80-89,19,GE80,1,PS,72,80-84,20,60-79,58,70-79,5,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100005,Cesar Chavez Public PCS,110000500219,Cesar Chavez for Public Policy Capitol Hill PCS,62,70-74,.,.,1,PS,47,70-79,14,GE50,.,.,.,.,8,GE50,62,70-74,8,GE50,26NOV16
DISTRICT OF COLUMBIA,11,1100005,Cesar Chavez Public PCS,110000500456,Cesar Chavez PCS for Public Policy Parkside HS,63,75-79,.,.,.,.,61,75-79,2,PS,.,.,.,.,7,GE50,63,75-79,3,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100008,Friendship PCS,110000800338,Friendship PCS Woodson Collegiate Campus,207,88,.,.,.,.,206,85-89,1,PS,.,.,.,.,39,70-79,207,85-89,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100008,Friendship PCS,110000800422,Friendship PCS Tech Prep,32,GE90,.,.,.,.,31,GE90,.,.,.,.,1,PS,6,GE50,32,GE90,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100011,Perry Street Preparatory PCS,110001100225,Perry Street Prep PCS,117,65-69,.,.,.,.,115,65-69,2,PS,.,.,.,.,19,40-59,108,70-74,7,GE50,26NOV16
DISTRICT OF COLUMBIA,11,1100013,IDEA PCS,110001300227,IDEA PCS,58,40-49,.,.,.,.,58,40-49,.,.,.,.,.,.,14,LT50,55,40-49,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100014,Maya Angelou PCS,110001400391,Maya Angelou PCS Evans High School,51,50-59,.,.,.,.,51,50-59,.,.,.,.,.,.,17,21-39,51,50-59,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100019,Washington Latin PCS,110001900423,Washington Latin PCS Upper School,62,85-89,.,.,3,PS,40,GE90,11,GE50,1,PS,7,GE50,5,PS,36,80-89,3,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100022,SEED PCS of Washington DC,110002200236,SEED PCS of Washington DC,21,40-59,.,.,.,.,20,40-59,1,PS,.,.,.,.,6,GE50,18,40-59,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100026,Washington Math Science PCS,110002600240,Washington Math Science Tech PCS,89,80-84,.,.,.,.,87,80-84,1,PS,.,.,1,PS,17,40-59,88,80-84,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000008,Roosevelt HS at MacFarland,169,60-64,1,PS,.,.,117,65-69,50,40-49,.,.,1,PS,47,60-69,151,70-74,47,40-49,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000016,Ellington School of the Arts,132,85-89,.,.,2,PS,112,85-89,8,GE50,2,PS,8,GE50,5,PS,75,85-89,2,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000055,Woodson H D  HS,217,71,.,.,.,.,217,70-74,.,.,.,.,.,.,65,65-69,210,70-74,2,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000078,Eastern HS,281,71,.,.,2,PS,278,70-74,1,PS,.,.,.,.,62,40-44,271,70-74,2,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000079,Dunbar HS,183,65-69,.,.,.,.,174,65-69,6,LT50,2,PS,1,PS,37,20-29,175,65-69,7,LT50,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000081,Coolidge SHS,123,55-59,1,PS,2,PS,97,65-69,22,21-39,.,.,1,PS,32,40-49,114,60-64,25,40-59,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000082,Cardozo EC,162,50-54,.,.,.,.,97,55-59,59,30-39,2,PS,4,PS,38,20-29,148,55-59,56,30-39,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000084,Ballou SHS,239,51,.,.,.,.,230,50-54,8,GE50,.,.,1,PS,82,35-39,218,55-59,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000085,Anacostia SHS,233,46,.,.,.,.,233,45-49,.,.,.,.,.,.,66,20-24,223,45-49,1,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000131,School Without Walls HS,149,GE95,.,.,3,PS,72,90-94,13,GE50,8,GE50,53,GE90,2,PS,49,GE90,4,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000133,Wilson HS,499,78,.,.,45,80-89,228,75-79,84,70-74,17,GE80,125,85-89,51,50-59,206,70-74,47,60-69,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000153,Benjamin Banneker Academy HS,94,GE95,.,.,2,PS,76,GE95,13,GE50,2,PS,1,PS,.,.,67,GE95,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000198,Luke Moore Alternative HS,138,40-44,.,.,1,PS,129,35-39,7,GE50,.,.,1,PS,12,LT50,136,40-44,2,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000207,Ballou STAY,108,LE5,.,.,.,.,107,LE5,.,.,.,.,1,PS,21,LE20,96,LE5,1,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000264,Roosevelt STAY at MacFarland,45,LE10,.,.,1,PS,34,LE10,10,LT50,.,.,.,.,13,LT50,37,11-19,3,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000267,McKinley Technology HS,144,GE95,.,.,1,PS,134,GE95,6,GE50,3,PS,.,.,4,PS,88,GE95,1,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000396,Columbia Heights EC,230,84,.,.,5,PS,67,85-89,154,80-84,1,PS,3,PS,20,GE80,220,85-89,110,75-79,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000397,Washington Metropolitan HS formerly YEA,85,35-39,.,.,.,.,82,35-39,2,PS,1,PS,.,.,8,LT50,84,35-39,1,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100030,District of Columbia Public Schools,110003000407,Phelps Architecture Construction and Engineering HS,43,80-89,.,.,.,.,40,80-89,3,PS,.,.,.,.,6,GE50,43,80-89,2,PS,26NOV16
DISTRICT OF COLUMBIA,11,1100031,KIPP Academy PCS,110003100421,KIPP DC College Prep PCS,84,80-84,.,.,.,.,83,80-84,.,.,1,PS,.,.,15,GE50,75,80-84,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100034,Thurgood Marshall Academy PCS,110003400249,Thurgood Marshall Academy PCS,73,80-84,.,.,.,.,72,80-84,1,PS,.,.,.,.,6,GE50,60,80-89,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100035,Capital City PCS,110003500475,Capital City HS PCS,77,75-79,.,.,3,PS,21,GE80,52,60-69,1,PS,.,.,15,GE50,70,75-79,23,60-79,26NOV16
DISTRICT OF COLUMBIA,11,1100079,National Collegiate Prep,110007900424,National Collegiate Prep PCS,78,65-69,.,.,.,.,77,65-69,.,.,.,.,1,PS,13,GE50,78,65-69,.,.,26NOV16
DISTRICT OF COLUMBIA,11,1100082,Richard Wright PCS for Journalism and Media Arts PCS,110008200441,Richard Wright PCS for Journalism and Media Arts PCS,88,60-64,.,.,.,.,87,60-64,1,PS,.,.,.,.,19,40-59,86,60-64,1,PS,26NOV16
FLORIDA,12,1200002,FL VIRTUAL,120000207982,FLVS FULL-TIME 9-12,546,71,3,PS,11,GE50,42,70-79,129,70-74,26,60-79,335,71,13,GE50,211,60-64,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000004,A.QUINN JONES/EXCEP.STUDENT CENTER,12,LT50,,,,,8,LT50,,,2,PS,2,PS,10,LT50,8,LT50,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000006,SIDNEY LANIER CENTER,5,PS,,,,,,,,,,,5,PS,5,PS,2,PS,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000013,GAINESVILLE HIGH SCHOOL,414,88,,,13,GE50,143,80-84,37,GE90,27,GE80,194,90-94,49,70-79,146,80-84,20,GE80,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000016,HAWTHORNE MIDDLE/HIGH SCHOOL,55,70-79,,,,,20,GE80,1,PS,,,34,70-79,9,GE50,33,70-79,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000019,NEWBERRY HIGH SCHOOL,130,90-94,1,PS,1,PS,17,GE80,13,GE50,5,PS,93,90-94,23,60-79,49,GE90,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000020,SANTA FE HIGH SCHOOL,277,85,,,4,PS,44,80-89,19,GE80,7,GE50,203,85-89,32,60-69,91,70-74,2,PS,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000027,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL,52,60-69,,,1,PS,22,60-79,3,PS,4,PS,22,60-79,9,LT50,35,60-69,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000028,EASTSIDE HIGH SCHOOL,280,94,,,28,GE80,145,90-94,10,GE50,8,GE50,89,GE95,42,80-89,130,90-94,1,PS,26NOV16
FLORIDA,12,1200030,ALACHUA,120003000029,F. W. BUCHHOLZ HIGH SCHOOL,493,88,,,34,GE90,97,80-84,41,GE90,33,80-89,288,90-94,49,70-79,116,75-79,4,PS,26NOV16
FLORIDA,12,1200030,ALACHUA,120003002107,ALACHUA REGIONAL JUVENILE DETENTION CENTER,4,PS,,,,,2,PS,,,,,2,PS,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003002913,HORIZON CENTER. ALTERNATIVE SCHOOL,22,LE20,,,,,11,LT50,3,PS,1,PS,7,LT50,7,LT50,13,LT50,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003003141,HOSPITAL HOMEBOUND,5,PS,,,,,2,PS,1,PS,,,2,PS,4,PS,2,PS,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003003281,ALACHUA ACADEMY,2,PS,,,,,,,,,,,2,PS,,,,,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003003811,"MICANOPY MIDDLE SCHOOL, INC.",2,PS,,,,,,,,,1,PS,1,PS,,,2,PS,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003004047,SIATECH GAINESVILLE,136,6-9,,,2,PS,74,LE5,16,LE20,4,PS,40,11-19,21,LE20,54,LE10,3,PS,26NOV16
FLORIDA,12,1200030,ALACHUA,120003007045,ALACHUA COUNTY JAIL,2,PS,,,,,1,PS,,,,,1,PS,,,,,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003007945,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),17,60-79,1,PS,,,3,PS,,,,,13,GE50,2,PS,6,GE50,,,26NOV16
FLORIDA,12,1200030,ALACHUA,120003007948,ALACHUA MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES,161,10-14,1,PS,,,110,6-9,9,LT50,6,LT50,35,20-29,49,LE10,88,10-14,,,26NOV16
FLORIDA,12,1200060,BAKER,120006000035,BAKER COUNTY SENIOR HIGH SCHOOL,297,82,,,2,PS,40,60-69,5,PS,10,GE50,240,80-84,27,40-59,126,75-79,1,PS,26NOV16
FLORIDA,12,1200090,BAY,120009000039,BAY HIGH SCHOOL,347,77,1,PS,9,GE50,84,65-69,22,GE80,11,GE50,220,80-84,52,30-39,181,65-69,14,GE50,26NOV16
FLORIDA,12,1200090,BAY,120009000063,MOWAT MIDDLE SCHOOL,1,PS,,,,,,,,,,,1,PS,,,1,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009000064,RUTHERFORD HIGH SCHOOL,302,68,6,GE50,19,GE80,80,55-59,7,GE50,17,60-79,173,70-74,38,40-49,167,55-59,4,PS,26NOV16
FLORIDA,12,1200090,BAY,120009000067,A. CRAWFORD MOSLEY HIGH SCHOOL,435,75,2,PS,7,GE50,36,80-89,16,GE80,10,GE50,364,76,32,50-59,153,55-59,3,PS,26NOV16
FLORIDA,12,1200090,BAY,120009002037,MARGARET K. LEWIS IN MILLVILLE,12,LT50,,,,,2,PS,1,PS,2,PS,7,LT50,11,LT50,8,LT50,,,26NOV16
FLORIDA,12,1200090,BAY,120009002280,TOM P. HANEY VOCATIONAL TECHNICAL CENTER,1,PS,,,,,,,,,,,1,PS,,,1,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009002589,MERRITT BROWN MIDDLE SCHOOL,1,PS,,,,,,,,,,,1,PS,,,1,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009003147,NEW HORIZONS LEARNING CENTER,33,11-19,,,,,11,LT50,,,,,22,LE20,22,LE20,22,LE20,,,26NOV16
FLORIDA,12,1200090,BAY,120009003291,PANAMA CITY MARINE INSTITUTE,10,LT50,,,,,2,PS,,,1,PS,7,LT50,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009004304,DEANE BOZEMAN SCHOOL,114,70-74,,,,,,,2,PS,3,PS,109,70-74,21,40-59,40,50-59,1,PS,26NOV16
FLORIDA,12,1200090,BAY,120009004305,J.R. ARNOLD HIGH SCHOOL,378,77,1,PS,9,GE50,12,GE50,19,60-79,8,GE50,329,76,36,60-69,150,65-69,5,PS,26NOV16
FLORIDA,12,1200090,BAY,120009005431,CHAUTAUQUA CHARTER SCHOOL,2,PS,,,,,,,,,,,2,PS,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009007472,NEWPOINT BAY CHARTER HIGH SCHOOL,20,GE80,1,PS,,,2,PS,4,PS,,,13,GE50,4,PS,5,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009007731,C C WASHINGTON ACADEMY,3,PS,,,,,,,,,,,3,PS,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009007763,ROSENWALD HIGH SCHOOL,116,30-34,,,,,52,30-39,3,PS,2,PS,59,30-39,23,40-59,93,35-39,,,26NOV16
FLORIDA,12,1200090,BAY,120009007771,BAY VIRTUAL INSTRUCTION PROGRAM,4,PS,,,,,,,,,,,4,PS,,,1,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009007830,BAY VIRTUAL FRANCHISE,26,60-79,,,1,PS,,,,,1,PS,24,60-79,2,PS,5,PS,,,26NOV16
FLORIDA,12,1200090,BAY,120009007903,NORTH BAY HAVEN CAREER ACADEMY,133,90-94,1,PS,6,GE50,14,GE50,3,PS,2,PS,107,90-94,7,LT50,16,GE80,,,26NOV16
FLORIDA,12,1200090,BAY,120009008287,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),8,LT50,,,,,,,,,,,8,LT50,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200120,BRADFORD,120012000070,BRADFORD HIGH SCHOOL,193,75-79,,,3,PS,46,80-89,5,PS,4,PS,135,75-79,30,60-79,106,80-84,,,26NOV16
FLORIDA,12,1200120,BRADFORD,120012000075,BRADFORD-UNION TECHNICAL CENTER,1,PS,,,,,,,,,,,1,PS,,,,,,,26NOV16
FLORIDA,12,1200120,BRADFORD,120012000076,BRADFORD MIDDLE SCHOOL,1,PS,,,,,,,,,,,1,PS,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200120,BRADFORD,120012008095,BRADFORD INTERVENTION CENTER,4,PS,,,,,,,,,,,4,PS,1,PS,2,PS,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015000062,BREVARD COUNTY JUVENILE DETENTION CENTER,2,PS,,,,,,,,,1,PS,1,PS,2,PS,1,PS,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015000066,FRANCES WALKER HALFWAY HOUSE,1,PS,,,,,,,,,,,1,PS,1,PS,,,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015000078,TITUSVILLE HIGH SCHOOL,344,89,3,PS,9,GE50,47,70-79,37,80-89,22,GE80,226,90-94,44,60-69,115,75-79,5,PS,26NOV16
FLORIDA,12,1200150,BREVARD,120015000088,ASTRONAUT HIGH SCHOOL,302,85,2,PS,2,PS,38,70-79,23,GE80,22,GE80,215,85-89,32,40-49,119,75-79,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015000090,ROCKLEDGE SENIOR HIGH SCHOOL,331,85,1,PS,6,GE50,83,75-79,31,80-89,24,GE80,186,90-94,30,40-59,107,70-74,4,PS,26NOV16
FLORIDA,12,1200150,BREVARD,120015000100,COCOA HIGH SCHOOL,236,75,1,PS,1,PS,79,75-79,34,70-79,17,GE80,104,75-79,47,60-69,154,70-74,6,LT50,26NOV16
FLORIDA,12,1200150,BREVARD,120015000103,MELBOURNE SENIOR HIGH SCHOOL,514,88,,,21,GE80,36,80-89,69,90-94,26,GE80,362,87,55,70-79,141,80-84,16,60-79,26NOV16
FLORIDA,12,1200150,BREVARD,120015000104,PALM BAY MAGNET SENIOR HIGH SCHOOL,408,77,2,PS,8,GE50,94,75-79,69,70-74,28,GE80,207,75-79,66,70-74,222,65-69,14,GE50,26NOV16
FLORIDA,12,1200150,BREVARD,120015000109,EAU GALLIE HIGH SCHOOL,410,77,2,PS,11,GE50,30,60-79,67,70-74,31,80-89,269,75-79,48,50-59,163,60-64,14,GE50,26NOV16
FLORIDA,12,1200150,BREVARD,120015000118,MERRITT ISLAND HIGH SCHOOL,445,93,2,PS,14,GE50,22,GE80,46,GE90,27,GE80,334,94,50,80-89,95,90-94,12,GE50,26NOV16
FLORIDA,12,1200150,BREVARD,120015000119,EDGEWOOD JR/SR HIGH SCHOOL,138,GE95,,,6,GE50,4,PS,14,GE50,5,PS,109,GE95,3,PS,6,GE50,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015000127,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,192,90-94,,,8,GE50,2,PS,22,GE80,12,GE50,148,90-94,16,60-79,29,60-79,2,PS,26NOV16
FLORIDA,12,1200150,BREVARD,120015000131,SATELLITE SENIOR HIGH SCHOOL,305,90,,,1,PS,3,PS,32,80-89,18,GE80,251,90-94,43,70-79,64,75-79,1,PS,26NOV16
FLORIDA,12,1200150,BREVARD,120015002052,NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER,2,PS,,,,,1,PS,,,,,1,PS,,,1,PS,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015002055,SOUTH AREA ALTERNATIVE LEARNING CENTER,4,PS,,,1,PS,1,PS,,,,,2,PS,1,PS,2,PS,1,PS,26NOV16
