STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1314,ALL_RATE_1314,MAM_COHORT_1314,MAM_RATE_1314,MAS_COHORT_1314,MAS_RATE_1314,MBL_COHORT_1314,MBL_RATE_1314,MHI_COHORT_1314,MHI_RATE_1314,MTR_COHORT_1314,MTR_RATE_1314,MWH_COHORT_1314,MWH_RATE_1314,CWD_COHORT_1314,CWD_RATE_1314,ECD_COHORT_1314,ECD_RATE_1314,LEP_COHORT_1314,LEP_RATE_1314,INSERT_DATE,DATE_CUR
NEBRASKA,31,3100021,WAVERLY SCHOOL DISTRICT 145,310002101699,WAVERLY HIGH SCHOOL,137,GE95,.,.,.,.,.,.,3,PS,.,.,134,GE95,13,GE50,26,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3100022,NORTH PLATTE PUBLIC SCHOOLS,310002201330,NORTH PLATTE HIGH SCHOOL,292,88,3,PS,3,PS,2,PS,43,70-79,9,GE50,232,90-94,40,80-89,96,75-79,3,PS,30AUG15,29AUG15
NEBRASKA,31,3100023,MAXWELL PUBLIC SCHOOLS,310002301215,MAXWELL HIGH SCHOOL,26,GE80,.,.,.,.,.,.,1,PS,1,PS,24,GE80,4,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100024,SUTHERLAND PUBLIC SCHOOLS,310002401648,SUTHERLAND HIGH SCHOOL,26,GE80,.,.,.,.,.,.,2,PS,.,.,24,GE80,1,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100025,ELKHORN VALLEY SCHOOLS,310002501665,ELKHORN VALLEY HIGH SCHOOL,12,GE50,.,.,.,.,.,.,1,PS,.,.,11,GE50,5,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100029,SUPERIOR PUBLIC SCHOOLS,310002902032,SUPERIOR JR/SR HIGH SCHOOL,31,GE90,.,.,.,.,.,.,3,PS,.,.,28,GE80,8,GE50,14,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100034,ASHLAND-GREENWOOD PUBLIC SCHS,310003400035,ASHLAND-GREENWOOD HIGH SCHOOL,57,GE90,.,.,1,PS,.,.,2,PS,.,.,54,GE90,5,PS,12,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100041,STANTON COMMUNITY SCHOOLS,310004101626,STANTON HIGH SCHOOL,29,GE80,.,.,.,.,.,.,2,PS,2,PS,25,GE80,2,PS,11,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100046,KEARNEY WEST HIGH SCHOOL,310004601867,KEARNEY WEST HIGH SCHOOL,13,LT50,1,PS,.,.,1,PS,2,PS,2,PS,7,LT50,2,PS,13,LT50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100047,PINE RIDGE JOB CORPS,310004701868,PINE RIDGE JOB CORPS,101,15-19,8,LT50,23,LE20,14,LT50,7,LT50,.,.,49,30-39,.,.,101,15-19,17,LE20,30AUG15,29AUG15
NEBRASKA,31,3100051,GENEVA NORTH SCHOOL,310005101872,GENEVA NORTH HIGH SCHOOL,21,40-59,1,PS,.,.,5,PS,3,PS,.,.,12,GE50,3,PS,21,40-59,.,.,30AUG15,29AUG15
NEBRASKA,31,3100059,UNIVERSITY OF NEBRASKA HIGH SCHOOL,310005901875,UNIVERSITY OF NEBRASKA HIGH SCHOOL,18,21-39,.,.,.,.,.,.,1,PS,.,.,17,21-39,.,.,.,.,.,.,30AUG15,29AUG15
NEBRASKA,31,3100065,FRANKLIN PUBLIC SCHOOLS,310006500971,FRANKLIN SECONDARY SCHOOL,24,GE80,.,.,.,.,.,.,1,PS,.,.,23,GE80,1,PS,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100066,SILVER LAKE PUBLIC SCHOOLS,310006601883,SILVER LAKE HIGH SCHOOL,16,GE80,.,.,.,.,.,.,1,PS,.,.,15,GE50,1,PS,11,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100067,BANNER COUNTY PUBLIC SCHOOLS,310006701044,BANNER COUNTY HIGH SCHOOL,12,GE50,.,.,.,.,.,.,3,PS,.,.,9,GE50,2,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100068,CEDAR RAPIDS PUBLIC SCHOOL,310006800128,CEDAR RAPIDS JR-SR HIGH,13,GE50,.,.,.,.,.,.,.,.,1,PS,12,GE50,2,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100070,AMHERST PUBLIC SCHOOLS,310007000019,AMHERST HIGH SCHOOL,17,GE80,.,.,.,.,.,.,.,.,.,.,17,GE80,1,PS,1,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100071,TEKAMAH-HERMAN COMMUNITY SCHS,310007101662,HIGH SCHOOL AT TEKAMAH,38,GE90,.,.,.,.,.,.,1,PS,.,.,37,GE90,4,PS,16,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3100072,LEYTON PUBLIC SCHOOLS,310007200188,LEYTON HIGH SCHOOL,20,GE80,.,.,.,.,.,.,1,PS,.,.,19,GE80,4,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100073,ARNOLD PUBLIC SCHOOLS,310007300032,ARNOLD HIGH SCHOOL,4,PS,.,.,.,.,.,.,.,.,.,.,4,PS,.,.,.,.,.,.,30AUG15,29AUG15
NEBRASKA,31,3100076,SCRIBNER-SNYDER COMMUNITY SCHS,310007601585,SCRIBNER-SNYDER SECONDARY SCH,18,GE80,.,.,.,.,.,.,.,.,.,.,18,GE80,1,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100077,DUNDY CO STRATTON PUBLIC SCHS,310007701885,DUNDY CO STRATTON HIGH SCHOOL,30,GE80,.,.,.,.,.,.,1,PS,.,.,29,GE80,6,GE50,12,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3100080,ALMA PUBLIC SCHOOLS,310008000017,ALMA HIGH SCHOOL,32,GE90,.,.,1,PS,.,.,1,PS,.,.,30,GE80,6,GE50,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100082,STUART PUBLIC SCHOOLS,310008201640,STUART HIGH SCHOOL,8,GE50,.,.,.,.,.,.,.,.,.,.,8,GE50,1,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100085,ST PAUL PUBLIC SCHOOLS,310008501624,ST PAUL HIGH SCHOOL,33,GE90,.,.,.,.,.,.,.,.,.,.,33,GE90,3,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100088,NORRIS SCHOOL DIST 160,310008801318,NORRIS HIGH SCHOOL,161,GE95,.,.,4,PS,1,PS,6,GE50,.,.,150,GE95,12,GE50,19,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3100089,PALMER PUBLIC SCHOOLS,310008901468,PALMER JUNIOR-SENIOR HIGH,25,GE80,.,.,.,.,.,.,1,PS,.,.,24,GE80,4,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100090,BAYARD PUBLIC SCHOOLS,310009000057,BAYARD SECONDARY SCHOOL,33,GE90,.,.,.,.,.,.,6,GE50,.,.,27,GE80,3,PS,14,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100091,FULLERTON PUBLIC SCHOOLS,310009100990,FULLERTON HIGH SCHOOL,29,GE80,.,.,.,.,1,PS,.,.,.,.,28,GE80,3,PS,11,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100095,CRETE PUBLIC SCHOOLS,310009500182,CRETE HIGH SCHOOL,123,80-84,.,.,6,GE50,1,PS,59,60-69,.,.,57,GE90,10,GE50,49,70-79,17,21-39,30AUG15,29AUG15
NEBRASKA,31,3100096,FRIEND PUBLIC SCHOOLS,310009600988,FRIEND HIGH SCHOOLS,25,GE80,.,.,.,.,.,.,.,.,1,PS,24,GE80,3,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100097,MORRILL PUBLIC SCHOOLS,310009701274,MORRILL HIGH SCHOOL,25,GE80,.,.,.,.,.,.,6,GE50,1,PS,18,GE80,3,PS,9,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3100098,GERING PUBLIC SCHOOLS,310009800999,GERING HIGH SCHOOL,164,90-94,2,PS,1,PS,.,.,50,GE90,6,GE50,105,90-94,14,GE50,41,70-79,3,PS,30AUG15,29AUG15
NEBRASKA,31,3100099,CENTENNIAL PUBLIC SCHOOLS,310009901671,CENTENNIAL JR-SR HIGH SCHOOL,37,80-89,.,.,.,.,.,.,.,.,.,.,37,80-89,3,PS,9,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100105,BRIDGEPORT PUBLIC SCHOOLS,310010500101,BRIDGEPORT HIGH SCHOOL,36,GE90,.,.,.,.,.,.,13,GE50,1,PS,22,GE80,4,PS,20,GE80,1,PS,30AUG15,29AUG15
NEBRASKA,31,3100109,SOUTHERN VALLEY SCHOOLS,310010901464,SOUTHERN VALLEY JR/SR HIGH,31,GE90,.,.,.,.,.,.,.,.,.,.,31,GE90,2,PS,15,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100110,SOUTH PLATTE PUBLIC SCHOOLS,310011000348,SOUTH PLATTE HIGH SCHOOL,15,GE50,.,.,.,.,.,.,1,PS,.,.,14,GE50,1,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100111,EUSTIS-FARNAM PUBLIC SCHOOLS,310011100470,EUSTIS-FARNAM HIGH SCHOOL,18,GE80,.,.,.,.,.,.,.,.,1,PS,17,GE80,2,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100112,LAKEVIEW COMMUNITY SCHOOLS,310011200483,LAKEVIEW HIGH SCHOOL,73,90-94,1,PS,.,.,.,.,13,GE50,1,PS,58,GE90,7,GE50,18,60-79,3,PS,30AUG15,29AUG15
NEBRASKA,31,3100114,LOGAN VIEW PUBLIC SCHOOLS,310011400547,LOGAN VIEW JR/SR HIGH SCHOOL,48,GE90,.,.,.,.,.,.,4,PS,1,PS,43,GE90,7,GE50,21,60-79,.,.,30AUG15,29AUG15
NEBRASKA,31,3100115,NORTH BEND CENTRAL PUBLIC SCHS,310011500572,NORTH BEND CENTRAL JR/SR HIGH,37,GE90,.,.,.,.,.,.,.,.,.,.,37,GE90,2,PS,12,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100116,FREEMAN PUBLIC SCHOOLS,310011600593,FREEMAN HIGH SCHOOL,24,GE80,.,.,.,.,.,.,.,.,.,.,24,GE80,4,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100117,HEARTLAND COMMUNITY SCHOOLS,310011700602,HEARTLAND COMMUNITY HIGH SCH,20,GE80,.,.,.,.,.,.,.,.,.,.,20,GE80,2,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100118,FILLMORE CENTRAL PUBLIC SCHS,310011800993,FILLMORE CENTRAL HIGH SCHOOL,45,GE90,1,PS,1,PS,2,PS,4,PS,1,PS,36,GE90,8,GE50,14,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100119,NEBRASKA UNIFIED DISTRICT 1,310011901679,VERDIGRE HIGH SCHOOL,19,GE80,.,.,.,.,.,.,.,.,.,.,19,GE80,3,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100119,NEBRASKA UNIFIED DISTRICT 1,310011902250,CLEARWATER/ORCHARD HIGH SCHOOL,18,GE80,.,.,.,.,.,.,1,PS,.,.,17,GE80,1,PS,6,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3100120,HITCHCOCK CO SCH SYSTEM,310012001562,HITCHCOCK CO JR/SR HIGH SCHOOL,21,GE80,.,.,.,.,.,.,.,.,.,.,21,GE80,3,PS,14,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100121,DONIPHAN-TRUMBULL PUBLIC SCHS,310012100750,DONIPHAN-TRUMBULL SECONDARY,32,GE90,.,.,.,.,.,.,2,PS,.,.,30,GE80,2,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100122,SO CENTRAL NE UNIFIED SYSTEM 5,310012200762,SANDY CREEK JR/SR HIGH SCHOOL,38,GE90,.,.,.,.,.,.,2,PS,.,.,36,GE90,5,PS,16,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3100122,SO CENTRAL NE UNIFIED SYSTEM 5,310012200806,LAWRENCE/NELSON SECONDARY SCH,18,GE80,.,.,1,PS,.,.,1,PS,.,.,16,GE80,1,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100123,HIGH PLAINS COMMUNITY SCHOOLS,310012300815,HIGH PLAINS COMMUNITY HIGH SCH,21,GE80,.,.,.,.,.,.,.,.,.,.,21,GE80,2,PS,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100124,BRUNING-DAVENPORT UNIFIED SYS,310012400853,BRUNING-DAVENPORT HIGH SCHOOL,15,GE50,.,.,.,.,.,.,.,.,.,.,15,GE50,1,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100125,DILLER-ODELL PUBLIC SCHOOLS,310012500744,DILLER-ODELL SECONDARY SCHOOL,15,GE50,.,.,.,.,.,.,.,.,.,.,15,GE50,1,PS,2,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100129,TWIN RIVER PUBLIC SCHOOLS,310012901076,TWIN RIVER SR HIGH SCHOOL,33,GE90,.,.,.,.,.,.,.,.,.,.,33,GE90,3,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100130,CROSS COUNTY COMMUNITY SCHOOLS,310013001182,CROSS COUNTY HIGH SCHOOL,24,GE80,.,.,.,.,.,.,.,.,.,.,24,GE80,2,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100132,THAYER CENTRAL COMMUNITY SCHS,310013201258,THAYER CENTRAL HIGH SCHOOL,29,GE80,.,.,.,.,.,.,.,.,.,.,29,GE80,2,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100133,EXETER-MILLIGAN PUBLIC SCHOOLS,310013301344,EXETER-MILLIGAN HIGH SCHOOL,26,GE80,1,PS,.,.,.,.,.,.,.,.,25,GE80,4,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100134,WILCOX-HILDRETH PUBLIC SCHOOLS,310013401368,WILCOX-HILDRETH HIGH SCHOOL,22,GE80,.,.,1,PS,.,.,1,PS,1,PS,19,GE80,2,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100140,CREEK VALLEY SCHOOLS,310014001419,CREEK VALLEY HIGH SCHOOL,18,GE80,.,.,.,.,.,.,.,.,1,PS,17,GE80,1,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100141,EMERSON-HUBBARD PUBLIC SCHOOLS,310014101425,EMERSON-HUBBARD HIGH SCHOOL,20,GE80,1,PS,.,.,.,.,2,PS,.,.,17,GE80,3,PS,10,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3100148,GREELEY-WOLBACH PUBLIC SCHOOLS,310014801547,GREELEY-WOLBACH SR HIGH SCHOOL,5,PS,.,.,.,.,.,.,.,.,.,.,5,PS,1,PS,2,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100157,PERKINS COUNTY SCHOOLS,310015701827,PERKINS COUNTY HIGH SCHOOL,33,GE90,.,.,1,PS,.,.,2,PS,.,.,30,GE80,1,PS,13,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3100163,CHASE COUNTY SCHOOLS,310016301772,CHASE COUNTY HIGH SCHOOL,62,90-94,.,.,.,.,1,PS,15,GE50,.,.,46,GE90,3,PS,13,GE50,4,PS,30AUG15,29AUG15
NEBRASKA,31,3100165,DOUGLAS CO WEST COMMUNITY SCHS,310016501786,DOUGLAS CO WEST HIGH SCHOOL,65,90-94,1,PS,1,PS,1,PS,5,PS,.,.,57,GE90,5,PS,16,GE80,3,PS,30AUG15,29AUG15
NEBRASKA,31,3100170,GORDON-RUSHVILLE PUBLIC SCHS,310017001839,GORDON-RUSHVILLE HIGH SCHOOL,45,GE90,3,PS,.,.,.,.,3,PS,6,GE50,33,GE90,2,PS,18,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3100172,WEST HOLT PUBLIC SCHOOLS,310017202008,WEST HOLT HIGH SCHOOL,24,GE80,.,.,.,.,.,.,.,.,.,.,24,GE80,3,PS,9,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100176,JOHNSON CO CENTRAL PUBLIC SCHS,310017602009,JOHNSON CO CENTRAL HIGH SCHOOL,41,GE90,.,.,.,.,1,PS,6,GE50,1,PS,33,GE90,8,GE50,21,GE80,2,PS,30AUG15,29AUG15
NEBRASKA,31,3100177,NE CORRECTIONAL YOUTH FACILITY,310017702019,NE CORRECTIONAL YOUTH FACILITY,34,20-29,.,.,.,.,11,LT50,10,LT50,.,.,13,LT50,9,LT50,33,30-39,.,.,30AUG15,29AUG15
NEBRASKA,31,3100178,SOUTHWEST PUBLIC SCHOOLS,310017801758,SOUTHWEST JR/SR HIGH SCHOOL,24,GE80,.,.,.,.,.,.,.,.,.,.,24,GE80,2,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3100179,HUMBOLDT TABLE ROCK STEINAUER,310017902189,HTRS HIGH SCHOOL,27,GE80,2,PS,.,.,.,.,1,PS,.,.,24,GE80,6,LT50,16,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3100180,WEST BOYD SCHOOL DISTRICT,310018002023,WEST BOYD HIGH SCHOOL,15,GE50,.,.,.,.,.,.,.,.,1,PS,14,GE50,4,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3100183,HOWELLS-DODGE CONSOLIDATED SCHOOLS,310018301090,HOWELLS SENIOR HIGH SCHOOL,25,GE80,.,.,.,.,.,.,1,PS,.,.,24,GE80,2,PS,9,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3101992,ELMWOOD-MURDOCK PUBLIC SCHOOLS,310199201992,ELMWOOD-MURDOCK JR/SR HIGH SCH,32,GE90,1,PS,.,.,.,.,1,PS,.,.,30,GE80,3,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3102770,ADAMS CENTRAL PUBLIC SCHOOLS,310277000003,ADAMS CENTRAL JR-SR HIGH SCH,82,GE95,1,PS,1,PS,.,.,2,PS,2,PS,76,GE95,11,GE50,14,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3102790,AINSWORTH COMMUNITY SCHOOLS,310279000006,AINSWORTH HIGH SCHOOL,38,80-89,1,PS,.,.,.,.,1,PS,.,.,36,80-89,5,PS,21,60-79,.,.,30AUG15,29AUG15
NEBRASKA,31,3102820,BOONE CENTRAL SCHOOLS,310282000008,BOONE CENTRAL HIGH SCHOOL,64,GE95,.,.,1,PS,.,.,2,PS,.,.,61,GE95,5,PS,16,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3102880,ALLEN CONSOLIDATED SCHOOLS,310288000010,ALLEN HIGH SCHOOL,21,GE80,.,.,1,PS,.,.,1,PS,.,.,19,GE80,1,PS,9,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3102910,ALLIANCE PUBLIC SCHOOLS,310291000011,ALLIANCE HIGH SCHOOL,134,90-94,9,GE50,1,PS,.,.,21,GE80,9,GE50,94,90-94,13,GE50,41,80-89,1,PS,30AUG15,29AUG15
NEBRASKA,31,3103060,ANSLEY PUBLIC SCHOOLS,310306000024,ANSLEY HIGH SCHOOL,13,GE50,.,.,.,.,.,.,1,PS,.,.,12,GE50,2,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3103090,ARAPAHOE PUBLIC SCHOOLS,310309000026,ARAPAHOE HIGH SCHOOL,29,GE80,.,.,.,.,.,.,.,.,.,.,29,GE80,6,GE50,11,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3103120,ARCADIA PUBLIC SCHOOLS,310312000028,ARCADIA HIGH SCHOOL,9,GE50,.,.,.,.,.,.,.,.,.,.,9,GE50,2,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3103130,ARLINGTON PUBLIC SCHOOLS,310313000030,ARLINGTON HIGH SCHOOL,53,GE90,.,.,.,.,.,.,1,PS,.,.,52,GE90,6,GE50,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3103210,ARTHUR COUNTY SCHOOLS,310321000033,ARTHUR COUNTY HIGH SCHOOL,4,PS,.,.,.,.,.,.,.,.,.,.,4,PS,.,.,.,.,.,.,30AUG15,29AUG15
NEBRASKA,31,3103330,AUBURN PUBLIC SCHOOLS,310333000038,AUBURN HIGH SCHOOL,68,GE95,1,PS,2,PS,2,PS,1,PS,2,PS,60,GE90,9,GE50,21,GE80,1,PS,30AUG15,29AUG15
NEBRASKA,31,3103360,AURORA PUBLIC SCHOOLS,310336000044,AURORA HIGH SCHOOL,94,GE95,.,.,.,.,1,PS,7,GE50,2,PS,84,GE95,5,PS,30,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3103420,AXTELL COMMUNITY SCHOOLS,310342000047,AXTELL HIGH SCHOOL,16,GE80,.,.,.,.,.,.,.,.,.,.,16,GE80,3,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3103440,BANCROFT-ROSALIE COMM SCHOOLS,310344000049,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,19,GE80,3,PS,.,.,.,.,.,.,.,.,16,GE80,.,.,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3103540,BATTLE CREEK PUBLIC SCHOOLS,310354000055,BATTLE CREEK HIGH SCHOOL,36,GE90,.,.,1,PS,.,.,.,.,.,.,35,GE90,7,GE50,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3103600,BEATRICE PUBLIC SCHOOLS,310360000058,BEATRICE HIGH SCHOOL,158,90-94,1,PS,.,.,.,.,5,PS,3,PS,149,90-94,23,60-79,44,80-89,.,.,30AUG15,29AUG15
NEBRASKA,31,3103810,BELLEVUE PUBLIC SCHOOLS,310381001501,BELLEVUE EAST SR HIGH SCHOOL,360,87,6,GE50,15,GE50,34,70-79,38,80-89,9,GE50,258,85-89,54,60-69,123,75-79,3,PS,30AUG15,29AUG15
NEBRASKA,31,3103810,BELLEVUE PUBLIC SCHOOLS,310381001502,BELLEVUE WEST SR HIGH SCHOOL,429,95,4,PS,19,60-79,30,GE80,40,80-89,6,GE50,330,97,39,70-79,86,90-94,3,PS,30AUG15,29AUG15
NEBRASKA,31,3103990,BENNINGTON PUBLIC SCHOOLS,310399000078,BENNINGTON SECONDARY SCHOOL,102,90-94,1,PS,.,.,1,PS,5,PS,1,PS,94,90-94,9,GE50,7,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3104020,BERTRAND PUBLIC SCHOOLS,310402000080,BERTRAND HIGH SCHOOL,15,GE50,.,.,.,.,.,.,.,.,.,.,15,GE50,.,.,.,.,.,.,30AUG15,29AUG15
NEBRASKA,31,3104100,BLAIR COMMUNITY SCHOOLS,310410000086,BLAIR HIGH SCHOOL,177,GE95,.,.,.,.,1,PS,4,PS,3,PS,169,GE95,17,GE80,29,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3104140,BLOOMFIELD COMMUNITY SCHOOLS,310414000093,BLOOMFIELD JR-SR HIGH SCHOOL,18,GE80,.,.,2,PS,.,.,.,.,.,.,16,GE80,1,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3104200,BLUE HILL PUBLIC SCHOOLS,310420000095,BLUE HILL HIGH SCHOOL,24,GE80,.,.,.,.,.,.,2,PS,.,.,22,GE80,1,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3104290,BRADY PUBLIC SCHOOLS,310429000099,BRADY HIGH SCHOOL,19,GE80,.,.,.,.,.,.,1,PS,.,.,18,GE80,3,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3104640,BURWELL PUBLIC SCHOOLS,310464000112,BURWELL JR-SR HIGH SCHOOL,23,GE80,.,.,.,.,.,.,.,.,.,.,23,GE80,1,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3104870,CEDAR BLUFFS PUBLIC SCHOOLS,310487000126,CEDAR BLUFFS HIGH SCHOOL,19,GE80,1,PS,.,.,.,.,.,.,.,.,18,GE80,.,.,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3104920,CENTRAL CITY PUBLIC SCHOOLS,310492000129,CENTRAL CITY HIGH SCHOOL,51,GE90,1,PS,.,.,.,.,5,PS,.,.,45,GE90,11,GE50,16,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3104950,RAYMOND CENTRAL PUBLIC SCHOOLS,310495000137,SECONDARY SCH AT RAYMOND,44,GE90,1,PS,2,PS,.,.,.,.,.,.,41,GE90,7,GE50,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3104980,CHADRON PUBLIC SCHOOLS,310498000138,CHADRON SENIOR HIGH SCHOOL,63,GE95,3,PS,2,PS,.,.,1,PS,1,PS,56,GE90,4,PS,27,GE80,1,PS,30AUG15,29AUG15
NEBRASKA,31,3105010,CHAMBERS PUBLIC SCHOOLS,310501000143,CHAMBERS HIGH SCHOOL,16,GE80,.,.,.,.,.,.,.,.,.,.,16,GE80,2,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3105160,CLARKSON PUBLIC SCHOOLS,310516000151,CLARKSON JR-SR HIGH SCHOOL,20,GE80,.,.,.,.,.,.,.,.,.,.,20,GE80,2,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3105280,CODY-KILGORE PUBLIC SCHS,310528000157,CODY-KILGORE HIGH SCHOOL,20,GE80,1,PS,1,PS,.,.,1,PS,.,.,17,GE80,1,PS,15,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3105310,COLERIDGE COMMUNITY SCHOOLS,310531000159,COLERIDGE HIGH SCHOOL,8,GE50,.,.,.,.,.,.,.,.,.,.,8,GE50,.,.,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3105340,COLUMBUS PUBLIC SCHOOLS,310534000168,COLUMBUS HIGH SCHOOL,256,87,2,PS,4,PS,1,PS,83,80-84,1,PS,165,85-89,28,60-79,101,80-84,23,60-79,30AUG15,29AUG15
NEBRASKA,31,3105460,COZAD COMMUNITY SCHOOLS,310546000173,COZAD HIGH SCHOOL,76,90-94,.,.,.,.,.,.,15,GE50,2,PS,59,GE90,9,GE50,29,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3105520,CRAWFORD PUBLIC SCHOOLS,310552000178,CRAWFORD HIGH SCHOOL,15,GE50,.,.,.,.,1,PS,2,PS,.,.,12,GE50,3,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3105550,CREIGHTON COMMUNITY PUBLIC SCHOOLS,310555000179,CREIGHTON COMMUNITY HIGH SCH,33,GE90,1,PS,1,PS,.,.,1,PS,.,.,30,GE80,4,PS,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3105630,CROFTON COMMUNITY SCHOOLS,310563000184,CROFTON HIGH SCHOOL,32,GE90,.,.,.,.,.,.,.,.,.,.,32,GE90,2,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3105910,DESHLER PUBLIC SCHOOLS,310591000198,DESHLER HIGH SCHOOL,20,GE80,.,.,.,.,.,.,.,.,2,PS,18,GE80,1,PS,6,GE50,.,.,30AUG15,29AUG15
